Unnamed: 0,Rating,Jurisdiction,Charges,Days_of_disposal,City,Years_of_Experience,Type_of_Lawyer,Languages,Pro_bono,Lawyer Names,Lawfirms,Demography,Gender
128,4.0,Supreme Court,240,89.0,['Kolkata'],29,"['Medical', 'Constitutional', 'Immigration']","['Punjabi', 'Marathi', 'Gujarati']",yes,Akarsh Batta,"['Dutta', 'Ramaswamy', 'Chana']",Small Businesses.,Male
129,3.0,High Court,336,97.0,['Mumbai'],25,"['Media and Entertainment', 'Constitutional', 'Labor']","['Assamese', 'Hindi']",yes,Akarsh Bera,"['Buch', 'Batra', 'Vora']",Small Businesses.,Male
130,2.0,District Court,141,81.0,['Kolkata'],2,"['Immigration', 'Constitutional', 'Labor']","['Punjabi', 'Kannada', 'Urdu']",yes,Akarsh Gandhi,['Brar-Varkey'],Small Businesses.,Male
131,2.0,Specialized Court,453,85.0,['Chennai'],17,"['Constitutional', 'Immigration', 'Criminal']","['Kannada', 'Gujarati', 'Odia']",no,Akarsh Goda,"['Karpe', 'M', 'al', 'Choudhary']",Small Businesses.,Male
132,1.0,High Court,163,111.0,['Bangalore'],15,"['Medical', 'Consumer Protection', 'Labor']","['Punjabi', 'Gujarati', 'Tamil']",no,Akarsh Kala,"['Khanna', 'Lala', 'Sekhon']",Large Corporations.,Male
133,2.0,High Court,256,92.0,['Mumbai'],2,"['Family', 'Tax', 'Constitutional']","['Punjabi', 'Tamil']",yes,Akarsh Kannan,['Talwar LLC'],Large Corporations.,Male
134,2.0,High Court,210,89.0,['Chennai'],20,"['Human Rights', 'Environmental', 'Criminal']","['Telugu', 'Urdu', 'Punjabi']",no,Akarsh Karnik,['Tara LLC'],Large Corporations.,Male
135,4.0,Specialized Court,211,80.0,['Chennai'],13,"['Banking and Finance', 'Labor', 'Family']","['Punjabi', 'Telugu', 'Kannada']",no,Akarsh Lalla,"['Srinivasan', 'Sons']",Individuals.,Male
136,2.0,District Court,454,77.0,['Hyderabad'],20,"['Consumer Protection', 'Constitutional', 'Medical']","['Telugu', 'Marathi', 'Punjabi']",no,Akarsh Mannan,"['Ch', 'a-Gara']",Large Corporations.,Male
137,2.0,District Court,310,71.0,['Kolkata'],5,"['Family', 'Environmental', 'Civil']","['Assamese', 'Tamil', 'Punjabi']",yes,Akarsh Raj,"['Vasa', 'Subramaniam', 'Butala']",Large Corporations.,Male
138,2.0,High Court,368,105.0,['Kolkata'],24,"['Human Rights', 'Environmental', 'Intellectual Property']","['Urdu', 'Tamil']",no,Akarsh Sidhu,['Anne-Aggarwal'],Large Corporations.,Male
139,1.0,High Court,454,111.0,['Kolkata'],12,"['Environmental', 'Environmental', 'Criminal']","['Marathi', 'Tamil']",yes,Akarsh Virk,['Vaidya-Sen'],Individuals.,Male
140,1.0,Supreme Court,259,90.0,['Kolkata'],14,"['Banking and Finance', 'Environmental', 'Environmental']","['Kannada', 'Hindi']",no,Alia Choudhury,['Luthra-Shroff'],Small Businesses.,Female
141,1.0,District Court,362,109.0,['Bangalore'],7,"['Media and Entertainment', 'Consumer Protection', 'Tax']","['Bengali', 'Odia', 'Punjabi']",no,Alia Desai,"['Gaba', 'Agarwal', 'Rout']",Small Businesses.,Female
142,3.0,District Court,408,97.0,['Bangalore'],6,"['Environmental', 'Civil', 'Criminal']","['Punjabi', 'Telugu', 'Tamil']",yes,Alia Kurian,['Chawla-Bansal'],Individuals.,Female
143,1.0,District Court,200,101.0,['Chennai'],29,"['Banking and Finance', 'Corporate', 'Media and Entertainment']","['Assamese', 'Kannada', 'Gujarati']",yes,Alia Rao,"['T', 'on Group']",Individuals.,Female
144,4.0,Supreme Court,423,61.0,['Chennai'],23,"['Environmental', 'Environmental', 'Corporate']","['Kannada', 'Gujarati']",no,Alia Sandhu,"['Thakkar', 'Varkey', 'Salvi']",Individuals.,Female
145,3.0,High Court,166,90.0,['Mumbai'],15,"['Real Estate', 'Media and Entertainment', 'Real Estate']","['Bengali', 'Punjabi', 'Malayalam']",no,Alia Shan,['Shroff-Singh'],Individuals.,Female
146,2.0,District Court,294,95.0,['Delhi'],24,"['Corporate', 'Family', 'Immigration']","['Assamese', 'Kannada', 'Gujarati']",yes,Alia Suri,['Aggarwal PLC'],Individuals.,Female
147,2.0,Supreme Court,124,77.0,['Hyderabad'],27,"['Media and Entertainment', 'Immigration', 'Environmental']","['Bengali', 'Hindi', 'Malayalam']",yes,Alia Tank,"['Vaidya', 'Arora', 'Singhal']",Small Businesses.,Female
148,2.0,High Court,123,111.0,['Hyderabad'],8,"['Labor', 'Consumer Protection', 'Real Estate']","['Tamil', 'Urdu', 'Malayalam']",yes,Alia Uppal,"['Bassi', 'Sons']",Individuals.,Female
149,3.0,Specialized Court,257,69.0,['Chennai'],12,"['Immigration', 'Intellectual Property', 'Family']","['Marathi', 'Odia']",no,Alia Wali,"['An', '', 'Butala', 'Iyer']",Small Businesses.,Female
150,3.0,District Court,461,104.0,['Chennai'],29,"['Medical', 'Human Rights', 'Medical']","['Assamese', 'Gujarati', 'Odia']",yes,Alisha Acharya,"['Raja', 'Madan', 'Kadakia']",Large Corporations.,Female
151,3.0,District Court,82,83.0,['Kolkata'],3,"['Civil', 'Tax', 'Medical']","['Telugu', 'Assamese', 'Odia']",yes,Alisha Bedi,['Goyal-Dasgupta'],Large Corporations.,Female
152,1.0,Specialized Court,371,72.0,['Delhi'],9,"['Family', 'Constitutional', 'Criminal']","['Bengali', 'Gujarati', 'Punjabi']",no,Alisha Goda,['Dasgupta-Comar'],Individuals.,Female
153,5.0,Specialized Court,266,85.0,['Delhi'],21,"['Medical', 'Corporate', 'Tax']","['Assamese', 'Urdu', 'Tamil']",yes,Alisha Reddy,['Kapur-Dada'],Small Businesses.,Female
154,2.0,High Court,130,111.0,['Bangalore'],4,"['Tax', 'Human Rights', 'Constitutional']","['Assamese', 'Gujarati', 'Malayalam']",no,Alisha Tailor,['Sidhu-Ganesh'],Large Corporations.,Female
155,,Specialized Court,344,90.0,['Hyderabad'],21,"['Immigration', 'Corporate', 'Civil']","['Kannada', 'Odia', 'Punjabi']",yes,Alisha Walla,['Sood LLC'],Small Businesses.,Female
156,1.0,High Court,235,102.0,['Delhi'],7,"['Tax', 'Banking and Finance', 'Medical']","['Urdu', 'Malayalam']",yes,Amani Basak,['Sha Ltd'],Large Corporations.,Female
157,2.0,District Court,406,77.0,['Chennai'],6,"['Tax', 'Immigration', 'Family']","['Assamese', 'Urdu', 'Malayalam']",yes,Amani Hans,"['Halder', 'Bhatia', 'Choudhary']",Small Businesses.,Female
158,1.0,District Court,446,94.0,['Kolkata'],1,"['Medical', 'Medical', 'Media and Entertainment']","['Kannada', 'Hindi', 'Odia']",yes,Amani Lal,['Grewal-Krishnan'],Small Businesses.,Female
159,5.0,Supreme Court,276,81.0,['Mumbai'],18,"['Environmental', 'Corporate', 'Medical']","['Telugu', 'Hindi', 'Urdu']",yes,Amani Mallick,['Kohli-Sahota'],Individuals.,Female
160,1.0,District Court,377,100.0,['Mumbai'],15,"['Real Estate', 'Labor', 'Labor']","['Kannada', 'Bengali', 'Odia']",yes,Amani Ranganathan,['Boase-Bhat'],Large Corporations.,Female
161,4.0,Supreme Court,292,97.0,['Delhi'],29,"['Banking and Finance', 'Environmental', 'Human Rights']","['Kannada', 'Odia', 'Urdu']",yes,Amani Shan,['Tank PLC'],Large Corporations.,Female
162,1.0,District Court,428,87.0,['Kolkata'],3,"['Immigration', 'Tax', 'Real Estate']","['Assamese', 'Malayalam', 'Punjabi']",no,Amani Yogi,['Bhasin Group'],Individuals.,Female
163,4.0,High Court,209,82.0,['Bangalore'],16,"['Criminal', 'Family', 'Family']","['Bengali', 'Kannada', 'Gujarati']",yes,Amani Yohannan,"['Kalla', 'Tella', 'Dass']",Large Corporations.,Female
164,4.0,District Court,297,113.0,['Delhi'],1,"['Family', 'Medical', 'Civil']","['Hindi', 'Odia', 'Urdu']",yes,Amira Bal,['Kaur-Wali'],Small Businesses.,Female
165,3.0,District Court,305,76.0,['Delhi'],12,"['Media and Entertainment', 'Consumer Protection', 'Human Rights']","['Punjabi', 'Kannada', 'Tamil']",no,Amira Chad,"['Dua', 'Shanker', 'Aggarwal']",Small Businesses.,Female
166,5.0,District Court,334,74.0,['Hyderabad'],8,"['Family', 'Environmental', 'Human Rights']","['Punjabi', 'Bengali', 'Hindi']",no,Amira Chand,"['Desai', 'Varkey', 'Sant']",Large Corporations.,Female
167,4.0,District Court,91,73.0,['Delhi'],7,"['Civil', 'Civil', 'Intellectual Property']","['Hindi', 'Marathi', 'Malayalam']",yes,Amira Chandran,['Sachar-Srinivas'],Large Corporations.,Female
168,2.0,Specialized Court,417,78.0,['Hyderabad'],23,"['Civil', 'Criminal', 'Criminal']","['Assamese', 'Bengali', 'Tamil']",no,Amira Choudhary,['Sachar-Deol'],Small Businesses.,Female
169,1.0,High Court,364,103.0,['Mumbai'],23,"['Intellectual Property', 'Medical', 'Family']","['Bengali', 'Hindi']",yes,Amira Doshi,"['Varma', 'Krishnan', 'Virk']",Large Corporations.,Female
170,5.0,Specialized Court,190,78.0,['Delhi'],26,"['Real Estate', 'Medical', 'Constitutional']","['Kannada', 'Hindi']",no,Amira Lall,['Sengupta LLC'],Small Businesses.,Female
171,3.0,Supreme Court,93,133.0,['Delhi'],25,"['Family', 'Corporate', 'Medical']","['Marathi', 'Malayalam']",no,Amira Mall,"['Shan-Ramach', 'ran']",Small Businesses.,Female
172,2.0,District Court,490,101.0,['Kolkata'],27,"['Real Estate', 'Corporate', 'Labor']","['Telugu', 'Bengali', 'Kannada']",no,Amira Ramakrishnan,['Subramanian-Chahal'],Small Businesses.,Female
173,3.0,Supreme Court,351,101.0,['Mumbai'],9,"['Labor', 'Family', 'Banking and Finance']","['Bengali', 'Gujarati', 'Hindi']",yes,Amira Sharaf,"['Ravi', 'Sons']",Individuals.,Female
174,5.0,High Court,498,94.0,['Delhi'],15,"['Civil', 'Corporate', 'Media and Entertainment']","['Bengali', 'Assamese', 'Hindi']",no,Amira Srinivasan,['Subramanian Ltd'],Large Corporations.,Female
175,1.0,Specialized Court,347,94.0,['Kolkata'],26,"['Banking and Finance', 'Civil', 'Family']","['Telugu', 'Marathi', 'Punjabi']",yes,Amira Tailor,"['Lata', 'Sathe', 'Gala']",Small Businesses.,Female
176,4.0,Supreme Court,473,120.0,['Hyderabad'],2,"['Intellectual Property', 'Environmental', 'Media and Entertainment']","['Kannada', 'Hindi', 'Tamil']",no,Anahi Babu,['Tak-Sharma'],Individuals.,Female
177,3.0,Supreme Court,332,75.0,['Delhi'],28,"['Corporate', 'Human Rights', 'Labor']","['Telugu', 'Gujarati', 'Malayalam']",no,Anahi Bakshi,"['Tripathi', 'Dada', 'Luthra']",Small Businesses.,Female
178,1.0,Specialized Court,74,87.0,['Bangalore'],4,"['Real Estate', 'Real Estate', 'Consumer Protection']","['Punjabi', 'Marathi', 'Odia']",no,Anahi Dar,['Baral-Das'],Large Corporations.,Female
179,,District Court,276,90.0,['Mumbai'],15,"['Intellectual Property', 'Medical', 'Consumer Protection']","['Telugu', 'Marathi']",no,Anahi Date,"['Tak', 'Kumer', 'Dora']",Individuals.,Female
180,,Supreme Court,470,90.0,['Delhi'],22,"['Labor', 'Consumer Protection', 'Immigration']","['Gujarati', 'Odia', 'Tamil']",no,Anahi Gala,['Kala Inc'],Large Corporations.,Female
181,5.0,High Court,137,93.0,['Chennai'],1,"['Real Estate', 'Family', 'Medical']","['Punjabi', 'Hindi', 'Malayalam']",yes,Anahi Gokhale,['Hayre LLC'],Individuals.,Female
182,3.0,Supreme Court,241,77.0,['Bangalore'],23,"['Media and Entertainment', 'Corporate', 'Labor']","['Tamil', 'Gujarati', 'Urdu']",yes,Anahi Grover,"['Uppal', 'Lalla', 'Bhargava']",Small Businesses.,Female
183,3.0,High Court,287,89.0,['Chennai'],26,"['Constitutional', 'Intellectual Property', 'Environmental']","['Bengali', 'Hindi', 'Punjabi']",yes,Anahi Shah,['Tak-Gopal'],Small Businesses.,Female
184,2.0,District Court,196,75.0,['Mumbai'],28,"['Environmental', 'Consumer Protection', 'Consumer Protection']","['Kannada', 'Gujarati', 'Malayalam']",no,Anahi Sule,"['Kurian', 'Aggarwal', 'Sule']",Large Corporations.,Female
185,2.0,District Court,272,132.0,['Chennai'],16,"['Intellectual Property', 'Medical', 'Intellectual Property']","['Punjabi', 'Telugu', 'Tamil']",no,Anahi Zacharia,['Chadha PLC'],Individuals.,Female
186,3.0,High Court,135,117.0,['Chennai'],19,"['Tax', 'Real Estate', 'Constitutional']","['Punjabi', 'Marathi', 'Gujarati']",no,Anahita Ganesh,"['Jha', 'Deshp', 'e', 'Sampath']",Small Businesses.,Female
187,4.0,District Court,378,102.0,['Mumbai'],17,"['Labor', 'Criminal', 'Corporate']","['Urdu', 'Tamil']",yes,Anahita Kade,"['Majumdar', 'Mallick', 'Devan']",Individuals.,Female
188,3.0,District Court,382,90.0,['Kolkata'],17,"['Labor', 'Human Rights', 'Real Estate']","['Assamese', 'Telugu']",no,Anahita Krishna,['Bal Inc'],Small Businesses.,Female
189,5.0,High Court,302,76.0,['Hyderabad'],28,"['Tax', 'Family', 'Corporate']","['Marathi', 'Urdu', 'Malayalam']",no,Anahita Mammen,['Sur-Raval'],Individuals.,Female
190,5.0,High Court,145,86.0,['Mumbai'],12,"['Labor', 'Real Estate', 'Medical']","['Assamese', 'Bengali', 'Malayalam']",yes,Anahita Sagar,['Srinivas Group'],Small Businesses.,Female
191,1.0,High Court,281,81.0,['Chennai'],12,"['Environmental', 'Human Rights', 'Corporate']","['Assamese', 'Odia']",yes,Anahita Sahota,"['Gole', 'Sridhar', 'Mani']",Large Corporations.,Female
192,,High Court,71,90.0,['Mumbai'],5,"['Banking and Finance', 'Labor', 'Human Rights']","['Punjabi', 'Odia', 'Urdu']",no,Anahita Sankar,"['Sangha', 'Sons']",Small Businesses.,Female
193,1.0,Supreme Court,245,64.0,['Chennai'],8,"['Tax', 'Banking and Finance', 'Family']","['Telugu', 'Gujarati', 'Punjabi']",no,Anahita Tripathi,"['Dalal', 'Virk', 'Dhaliwal']",Small Businesses.,Female
194,5.0,Supreme Court,421,118.0,['Hyderabad'],20,"['Corporate', 'Consumer Protection', 'Labor']","['Telugu', 'Hindi']",yes,Anay Ahluwalia,['Saini PLC'],Large Corporations.,Female
195,1.0,District Court,459,111.0,['Kolkata'],13,"['Media and Entertainment', 'Civil', 'Medical']","['Assamese', 'Telugu', 'Kannada']",yes,Anay Bajaj,['Lanka-Chahal'],Large Corporations.,Female
196,1.0,District Court,460,98.0,['Bangalore'],20,"['Civil', 'Corporate', 'Immigration']","['Telugu', 'Marathi']",no,Anay Batra,"['Dada', 'Wali', 'Jani']",Small Businesses.,Female
197,3.0,District Court,126,100.0,['Delhi'],15,"['Intellectual Property', 'Consumer Protection', 'Tax']","['Gujarati', 'Tamil', 'Malayalam']",no,Anay Chawla,['Dalal-Thakkar'],Small Businesses.,Female
198,5.0,Supreme Court,183,83.0,['Mumbai'],15,"['Banking and Finance', 'Medical', 'Civil']","['Punjabi', 'Tamil', 'Malayalam']",no,Anay Dutt,['Sharaf Ltd'],Large Corporations.,Female
199,1.0,Supreme Court,269,102.0,['Delhi'],1,"['Banking and Finance', 'Corporate', 'Civil']","['Telugu', 'Gujarati', 'Marathi']",no,Anay Jani,['Cherian LLC'],Small Businesses.,Female
200,2.0,Supreme Court,140,78.0,['Delhi'],17,"['Banking and Finance', 'Human Rights', 'Human Rights']","['Hindi', 'Malayalam']",no,Anay Kar,[],Large Corporations.,Female
201,2.0,District Court,291,84.0,['Hyderabad'],12,"['Civil', 'Banking and Finance', 'Civil']","['Telugu', 'Urdu', 'Tamil']",no,Anay Kumar,"['Saxena', 'Rajagopalan', 'Bajwa']",Small Businesses.,Female
202,2.0,High Court,389,93.0,['Kolkata'],6,"['Human Rights', 'Civil', 'Consumer Protection']","['Punjabi', 'Urdu', 'Malayalam']",yes,Anay Mall,['Shan LLC'],Small Businesses.,Female
203,3.0,Supreme Court,459,97.0,['Hyderabad'],12,"['Constitutional', 'Environmental', 'Civil']","['Punjabi', 'Odia']",yes,Anay Rau,"['Sodhi', 'Lad', 'Luthra']",Individuals.,Female
204,2.0,Specialized Court,254,96.0,['Delhi'],17,"['Real Estate', 'Criminal', 'Banking and Finance']","['Gujarati', 'Odia']",no,Anay Sani,['Toor-Wali'],Individuals.,Female
205,5.0,Supreme Court,323,95.0,['Delhi'],16,"['Intellectual Property', 'Consumer Protection', 'Intellectual Property']","['Bengali', 'Kannada', 'Odia']",yes,Anay Subramaniam,"['Mangat', 'Ghosh', 'Badal']",Individuals.,Female
206,5.0,Supreme Court,218,124.0,['Bangalore'],4,"['Civil', 'Civil', 'Intellectual Property']","['Telugu', 'Assamese', 'Punjabi']",yes,Anay Tank,"['Trivedi', 'Bahri', 'Tank']",Small Businesses.,Female
207,2.0,Supreme Court,395,75.0,['Chennai'],7,"['Tax', 'Civil', 'Tax']","['Punjabi', 'Gujarati', 'Hindi']",yes,Anay Wagle,['Gupta-Dugal'],Large Corporations.,Female
208,4.0,High Court,394,98.0,['Delhi'],27,"['Consumer Protection', 'Banking and Finance', 'Labor']","['Assamese', 'Bengali', 'Kannada']",yes,Anaya Agate,['Chaudhuri Ltd'],Small Businesses.,Female
209,4.0,District Court,126,91.0,['Kolkata'],16,"['Criminal', 'Criminal', 'Real Estate']","['Assamese', 'Kannada', 'Gujarati']",no,Anaya Arora,['Sama-Shere'],Large Corporations.,Female
210,5.0,Specialized Court,176,75.0,['Hyderabad'],28,"['Human Rights', 'Environmental', 'Environmental']","['Assamese', 'Malayalam']",yes,Anaya Chakrabarti,"['Roy', 'Sons']",Small Businesses.,Female
211,2.0,High Court,146,111.0,['Hyderabad'],8,"['Immigration', 'Corporate', 'Media and Entertainment']","['Assamese', 'Marathi', 'Punjabi']",yes,Anaya Chhabra,"['Tiwari', 'Sons']",Individuals.,Female
212,3.0,High Court,179,90.0,['Mumbai'],27,"['Constitutional', 'Medical', 'Tax']","['Assamese', 'Gujarati', 'Hindi']",yes,Anaya Choudhary,['Bhasin-Mangal'],Small Businesses.,Female
213,4.0,Specialized Court,162,76.0,['Chennai'],9,"['Criminal', 'Criminal', 'Constitutional']","['Gujarati', 'Malayalam']",no,Anaya Rastogi,"['Dhawan', 'Bahl', 'Dua']",Large Corporations.,Female
214,4.0,Supreme Court,289,86.0,['Delhi'],20,"['Constitutional', 'Civil', 'Human Rights']","['Telugu', 'Hindi', 'Tamil']",no,Anaya Ravel,['Chaudhary-Sarraf'],Individuals.,Female
215,2.0,Specialized Court,444,79.0,['Bangalore'],10,"['Intellectual Property', 'Environmental', 'Family']","['Kannada', 'Marathi', 'Hindi']",no,Anaya Sama,"['Loke', 'Bora', 'Rege']",Small Businesses.,Female
216,4.0,High Court,227,93.0,['Hyderabad'],16,"['Real Estate', 'Civil', 'Constitutional']","['Bengali', 'Tamil']",no,Anaya Sathe,['Dasgupta PLC'],Individuals.,Female
217,1.0,High Court,258,45.0,['Hyderabad'],23,"['Immigration', 'Real Estate', 'Consumer Protection']","['Assamese', 'Kannada']",yes,Anaya Sundaram,['Desai-Zachariah'],Small Businesses.,Female
218,4.0,High Court,293,93.0,['Hyderabad'],11,"['Banking and Finance', 'Constitutional', 'Criminal']","['Punjabi', 'Marathi', 'Tamil']",yes,Anaya Tandon,"['An', '', 'Choudhry', 'Sen']",Individuals.,Female
219,5.0,Specialized Court,140,57.0,['Kolkata'],14,"['Human Rights', 'Criminal', 'Human Rights']","['Marathi', 'Tamil']",yes,Anika Bala,['Dugar-Mall'],Large Corporations.,Female
220,5.0,Supreme Court,423,97.0,['Kolkata'],29,"['Immigration', 'Real Estate', 'Labor']","['Kannada', 'Telugu', 'Odia']",yes,Anika Balasubramanian,"['Shah', 'Sons']",Large Corporations.,Female
221,3.0,District Court,438,63.0,['Mumbai'],23,"['Civil', 'Banking and Finance', 'Constitutional']","['Gujarati', 'Tamil']",no,Anika Balay,"['Savant', 'Andra', 'Swaminathan']",Large Corporations.,Female
222,1.0,Specialized Court,145,125.0,['Delhi'],13,"['Tax', 'Criminal', 'Criminal']","['Kannada', 'Bengali', 'Gujarati']",yes,Anika Johal,"['Samra', 'Bhargava', 'Krish']",Large Corporations.,Female
223,1.0,Specialized Court,428,97.0,['Kolkata'],8,"['Consumer Protection', 'Family', 'Criminal']","['Kannada', 'Odia']",yes,Anika Lal,['Karnik-Tella'],Individuals.,Female
224,4.0,High Court,61,86.0,['Kolkata'],4,"['Banking and Finance', 'Medical', 'Media and Entertainment']","['Punjabi', 'Odia', 'Urdu']",no,Anika Sen,"['Ch', '-Chakrabarti']",Small Businesses.,Female
225,1.0,Specialized Court,118,89.0,['Delhi'],5,"['Consumer Protection', 'Medical', 'Consumer Protection']","['Telugu', 'Kannada', 'Assamese']",yes,Anika Shan,"['Joshi', 'Bahl', 'Khare']",Small Businesses.,Female
226,3.0,Supreme Court,244,115.0,['Chennai'],17,"['Family', 'Intellectual Property', 'Consumer Protection']","['Marathi', 'Odia', 'Tamil']",yes,Anika Shere,['Loyal-Majumdar'],Individuals.,Female
227,2.0,Supreme Court,446,85.0,['Bangalore'],22,"['Real Estate', 'Constitutional', 'Environmental']","['Punjabi', 'Assamese', 'Odia']",yes,Aniruddh Balay,['Maharaj Ltd'],Individuals.,Male
228,,District Court,229,90.0,['Hyderabad'],4,"['Labor', 'Consumer Protection', 'Human Rights']","['Bengali', 'Marathi', 'Gujarati']",no,Aniruddh Baria,['Bail-Varughese'],Small Businesses.,Male
229,1.0,High Court,119,89.0,['Hyderabad'],21,"['Real Estate', 'Tax', 'Environmental']","['Bengali', 'Gujarati', 'Hindi']",no,Aniruddh Ben,"['Sharaf', 'Loyal', 'Kara']",Individuals.,Male
230,1.0,Supreme Court,323,100.0,['Hyderabad'],18,"['Immigration', 'Real Estate', 'Family']","['Punjabi', 'Gujarati']",yes,Aniruddh Chawla,['Kibe Inc'],Small Businesses.,Male
231,5.0,Specialized Court,362,93.0,['Kolkata'],10,"['Tax', 'Family', 'Media and Entertainment']","['Bengali', 'Marathi']",yes,Aniruddh Dugar,"['B', 'i', 'Ravel', 'Dass']",Small Businesses.,Male
232,4.0,Specialized Court,393,78.0,['Bangalore'],5,"['Consumer Protection', 'Intellectual Property', 'Media and Entertainment']","['Assamese', 'Marathi', 'Hindi']",yes,Aniruddh Gopal,['Madan-Khare'],Small Businesses.,Male
233,3.0,High Court,254,83.0,['Mumbai'],12,"['Civil', 'Banking and Finance', 'Human Rights']","['Punjabi', 'Marathi', 'Malayalam']",yes,Aniruddh Kala,"['Kadakia', 'Sarna', 'Sarma']",Individuals.,Male
234,2.0,Supreme Court,150,84.0,['Delhi'],2,"['Intellectual Property', 'Immigration', 'Banking and Finance']","['Bengali', 'Tamil', 'Malayalam']",yes,Aniruddh Khanna,['Ben Ltd'],Individuals.,Male
235,3.0,High Court,416,80.0,['Chennai'],16,"['Labor', 'Medical', 'Intellectual Property']","['Telugu', 'Hindi', 'Tamil']",yes,Aniruddh Sarma,"['Lalla', 'Thakur', 'Arya']",Individuals.,Male
236,4.0,Specialized Court,149,99.0,['Kolkata'],17,"['Immigration', 'Environmental', 'Labor']","['Assamese', 'Kannada', 'Tamil']",no,Aniruddh Sule,"['Rao', 'Chowdhury', 'Seshadri']",Small Businesses.,Male
237,3.0,High Court,292,60.0,['Hyderabad'],7,"['Constitutional', 'Intellectual Property', 'Constitutional']","['Bengali', 'Hindi', 'Odia']",yes,Aniruddh Thaker,['Guha LLC'],Individuals.,Male
238,4.0,High Court,187,71.0,['Chennai'],17,"['Media and Entertainment', 'Consumer Protection', 'Family']","['Punjabi', 'Odia', 'Tamil']",yes,Aniruddh Yohannan,['Kapoor Inc'],Small Businesses.,Male
