,Lawyer Names,0,1,2,3,4,5,6,7,8,First_Name,Gender
65,Urvi Kara,"Urvi Kara has 5 years of experience in Media and Entertainment Law, Banking and Finance Law, and Civil Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is High Court,He charges 139.80722715317245 USD per hour,He takes 72.70373502390326 Avg Days for Disposal,"He speaks: Gujarati, Punjabi and Urdu","He practices at Chanda Group, and is based in Hyderabad",He provides pro bono services to the community,His Client Demographics is Individuals.,Urvi,Female
66,Urvi Amble,"Urvi Amble has 29 years of experience in Criminal Law, Real Estate Law, and Intellectual Property Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is High Court,He charges 143.5207286564761 USD per hour,He takes 96.91908126476747 Avg Days for Disposal,"He speaks: Gujarati, Telugu and Urdu","He practices at Dixit Ltd, and is based in Mumbai",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Urvi,Female
67,Urvi Gupta,"Urvi Gupta has 13 years of experience in Civil Law, Tax Law, and Intellectual Property Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 489.14188825259146 USD per hour,He takes 73.86395027337583 Avg Days for Disposal,"He speaks: Odia, Gujarati and Malayalam","He practices at Varkey-Bhatti, and is based in Hyderabad",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Urvi,Female
68,Urvi Kothari,"Urvi Kothari has 4 years of experience in Constitutional Law, Civil Law, and Civil Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is District Court,He charges 123.12428696349865 USD per hour,He takes 105.87255140736153 Avg Days for Disposal,"He speaks: Punjabi, Bengali and Tamil","He practices at Reddy Group, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Urvi,Female
69,Urvi Hayre,"Urvi Hayre has 6 years of experience in Family Law, Labor Law, and Labor Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 82.56937693735512 USD per hour,He takes 68.75596710989089 Avg Days for Disposal,"He speaks: Marathi, Telugu and Odia","He practices at Shah, Sinha and Magar, and is based in Chennai",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Urvi,Female
70,Urvi Dixit,"Urvi Dixit has 24 years of experience in Banking and Finance Law, Media and Entertainment Law, and Corporate Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 370.4323965115687 USD per hour,He takes 84.56251495676898 Avg Days for Disposal,"He speaks: Telugu, Malayalam and Bengali","He practices at Jayaraman, Basu and Mannan, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Urvi,Female
71,Urvi Boase,"Urvi Boase has 12 years of experience in Criminal Law, Constitutional Law, and Intellectual Property Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 123.76411792112519 USD per hour,He takes 102.691777039439 Avg Days for Disposal,"He speaks: Telugu, Kannada and Assamese","He practices at Bhalla, Sem and Hayer, and is based in Delhi",He provides pro bono services to the community,His Client Demographics is Individuals.,Urvi,Female
72,Urvi Borah,"Urvi Borah has 11 years of experience in Constitutional Law, Immigration Law, and Medical Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is High Court,He charges 470.12692002579234 USD per hour,He takes 95.67069390641825 Avg Days for Disposal,"He speaks: Assamese, Punjabi and Telugu","He practices at Choudhary, Kapoor and Choudhury, and is based in Chennai",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Urvi,Female
73,Urvi Rajan,"Urvi Rajan has 21 years of experience in Tax Law, Real Estate Law, and Environmental Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 386.0344885091719 USD per hour,He takes 84.28293454989871 Avg Days for Disposal,"He speaks: Kannada, Tamil and Urdu","He practices at Brar-Bhagat, and is based in Mumbai",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Urvi,Female
74,Urvi Bal,"Urvi Bal has 7 years of experience in Banking and Finance Law, Constitutional Law, and Corporate Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 414.6364846054996 USD per hour,He takes 97.63942985463012 Avg Days for Disposal,"He speaks: Bengali, Tamil and Urdu","He practices at Char-Garde, and is based in Chennai",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Urvi,Female
75,Urvi Krishnamurthy,"Urvi Krishnamurthy has 21 years of experience in Banking and Finance Law, Real Estate Law, and Intellectual Property Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 169.26571316324635 USD per hour,He takes 83.64148391501107 Avg Days for Disposal,"He speaks: Gujarati, Urdu and Marathi","He practices at Keer, Kothari and Bhandari, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Urvi,Female
76,Shamik Kamdar,"Shamik Kamdar has 26 years of experience in Real Estate Law, Media and Entertainment Law, and Immigration Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 83.98718871164908 USD per hour,He takes 70.16478847975057 Avg Days for Disposal,"He speaks: Malayalam, Telugu and Bengali","He practices at Virk LLC, and is based in Hyderabad",He provides pro bono services to the community,His Client Demographics is Individuals.,Shamik,Male
77,Shamik Tripathi,"Shamik Tripathi has 16 years of experience in Tax Law, Criminal Law, and Medical Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is High Court,He charges 336.8320755175326 USD per hour,He takes 73.18848523955626 Avg Days for Disposal,"He speaks: Kannada, Malayalam and Telugu","He practices at Bhatia, Vig and Dara, and is based in Delhi",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Shamik,Male
78,Shamik Mahal,"Shamik Mahal has 7 years of experience in Consumer Protection Law, Labor Law, and Corporate Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 140.62959625724932 USD per hour,He takes 67.93310391939723 Avg Days for Disposal,"He speaks: Tamil, Assamese and Urdu","He practices at Mander-Mannan, and is based in Kolkata",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Shamik,Male
79,Shamik Yogi,"Shamik Yogi has 9 years of experience in Constitutional Law, Tax Law, and Civil Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 470.11691466556323 USD per hour,He takes 80.61125973473096 Avg Days for Disposal,"He speaks: Marathi, Urdu and Assamese","He practices at Atwal-Jain, and is based in Bangalore",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Shamik,Male
80,Shamik Chahal,"Shamik Chahal has 8 years of experience in Civil Law, Consumer Protection Law, and Real Estate Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 202.3493123466731 USD per hour,He takes 85.30984245520087 Avg Days for Disposal,"He speaks: Assamese, Odia and Kannada","He practices at Tiwari PLC, and is based in Bangalore",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Shamik,Male
81,Shamik Wali,"Shamik Wali has 3 years of experience in Media and Entertainment Law, Real Estate Law, and Labor Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 305.7436179850665 USD per hour,He takes 94.87137359300313 Avg Days for Disposal,"He speaks: Gujarati, Bengali and Malayalam","He practices at Bhardwaj and Sons, and is based in Mumbai",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Shamik,Male
82,Shamik Sama,"Shamik Sama has 11 years of experience in Intellectual Property Law, Corporate Law, and Consumer Protection Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 401.90082151727364 USD per hour,He takes 117.48841860534019 Avg Days for Disposal,"He speaks: Punjabi, Bengali and Telugu","He practices at Kala, Basak and Thakkar, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Shamik,Male
83,Shamik Seth,"Shamik Seth has 2 years of experience in Immigration Law, Intellectual Property Law, and Intellectual Property Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 359.2773519859075 USD per hour,He takes 81.6180064190649 Avg Days for Disposal,"He speaks: Punjabi, Kannada and Gujarati","He practices at Mahal-Mander, and is based in Kolkata",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Shamik,Male
84,Shamik Halder,"Shamik Halder has 5 years of experience in Tax Law, Environmental Law, and Intellectual Property Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 255.34666572007936 USD per hour,He takes 116.18788455409704 Avg Days for Disposal,"He speaks: Tamil, Kannada and Kannada","He practices at Sha and Sons, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Shamik,Male
85,Shamik Ganesh,"Shamik Ganesh has 21 years of experience in Criminal Law, Constitutional Law, and Media and Entertainment Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 112.39363810098668 USD per hour,He takes 121.1601515935493 Avg Days for Disposal,"He speaks: Telugu, Bengali and Marathi","He practices at Aggarwal-Bansal, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Shamik,Male
86,Shamik Chandra,"Shamik Chandra has 21 years of experience in Consumer Protection Law, Immigration Law, and Real Estate Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 454.0081128764117 USD per hour,He takes 76.2636743829966 Avg Days for Disposal,"He speaks: Marathi, Telugu and Hindi","He practices at Bir, Srinivasan and Bala, and is based in Hyderabad",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Shamik,Male
87,Shamik Keer,"Shamik Keer has 1 years of experience in Banking and Finance Law, Intellectual Property Law, and Medical Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 166.5658148465062 USD per hour,He takes 94.98558499835977 Avg Days for Disposal,"He speaks: Punjabi, Kannada and Telugu","He practices at Bumb, Raju and Lad, and is based in Delhi",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Shamik,Male
88,Shamik Chaudhuri,"Shamik Chaudhuri has 11 years of experience in Media and Entertainment Law, Intellectual Property Law, and Labor Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is District Court,He charges 348.3078135550546 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Hindi, Bengali and Tamil","He practices at Dave Ltd, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Shamik,Male
89,Shamik Chad,"Shamik Chad has 22 years of experience in Banking and Finance Law, Tax Law, and Intellectual Property Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 438.0953585635206 USD per hour,He takes 80.72737436849746 Avg Days for Disposal,"He speaks: Hindi, Marathi and Punjabi","He practices at Tank, Bobal and Badami, and is based in Chennai",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Shamik,Male
90,Shamik Aggarwal,"Shamik Aggarwal has 26 years of experience in Tax Law, Human Rights Law, and Real Estate Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 411.3704861041459 USD per hour,He takes 89.48153640234295 Avg Days for Disposal,"He speaks: Urdu, Urdu and Telugu","He practices at Barman PLC, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Shamik,Male
91,Shamik Sibal,"Shamik Sibal has 16 years of experience in Media and Entertainment Law, Medical Law, and Constitutional Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 498.2057525220117 USD per hour,He takes 90.78686080334165 Avg Days for Disposal,"He speaks: Gujarati, Hindi and Odia","He practices at Bhatt Group, and is based in Delhi",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Shamik,Male
