,Lawyer Names,0,1,2,3,4,5,6,7,8,Gender
67,Adah Chaudhuri,"Adah Chaudhuri has 3 years of experience in Consumer Protection Law, Corporate Law, and Tax Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is Specialized Court,He charges 260.8932366483733 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Telugu, Gujarati and Urdu","He practices at Gopal-Barman, and is based in Bangalore",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Female
68,Adah Dara,"Adah Dara has 28 years of experience in Civil Law, Family Law, and Real Estate Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 92.14585367336352 USD per hour,He takes 99.62920694165553 Avg Days for Disposal,"He speaks: Bengali, Assamese and Telugu","He practices at Kari-Manda, and is based in Delhi",She provides pro bono services to the community,Her Client Demographics is Individuals.,Female
69,Adah Dass,"Adah Dass has 5 years of experience in Tax Law, Environmental Law, and Environmental Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 359.040074126859 USD per hour,He takes 107.13311089328337 Avg Days for Disposal,"He speaks: Punjabi, Malayalam and Kannada","He practices at Dave, Arya and Dara, and is based in Kolkata",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Female
70,Adah Deo,"Adah Deo has 11 years of experience in Family Law, Civil Law, and Banking and Finance Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 134.88451089083367 USD per hour,He takes 78.57359443976031 Avg Days for Disposal,"He speaks: Bengali, Urdu and Tamil","He practices at Sridhar Group, and is based in Delhi",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Female
71,Adah Gera,"Adah Gera has 29 years of experience in Media and Entertainment Law, Real Estate Law, and Environmental Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is Specialized Court,He charges 293.27494744612807 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Hindi, Odia and Kannada","He practices at Sathe, Anand and Agarwal, and is based in Hyderabad",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Female
72,Adah Hayre,"Adah Hayre has 11 years of experience in Human Rights Law, Banking and Finance Law, and Family Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is District Court,He charges 205.02765202732846 USD per hour,He takes 137.36656924566446 Avg Days for Disposal,"He speaks: Telugu, Assamese and Gujarati","He practices at Khatri LLC, and is based in Chennai",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Female
73,Adah Khanna,"Adah Khanna has 25 years of experience in Labor Law, Corporate Law, and Intellectual Property Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 307.3229470322109 USD per hour,He takes 96.6875831284387 Avg Days for Disposal,"He speaks: Kannada, Urdu and Hindi","He practices at Bala LLC, and is based in Chennai",He provides pro bono services to the community,His Client Demographics is Individuals.,Female
74,Adah Mallick,"Adah Mallick has 23 years of experience in Media and Entertainment Law, Civil Law, and Consumer Protection Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 233.60904107828648 USD per hour,He takes 84.3673652904075 Avg Days for Disposal,"He speaks: Bengali, Punjabi and Urdu","He practices at Issac, Shanker and Basu, and is based in Kolkata",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Female
75,Adah Ramakrishnan,"Adah Ramakrishnan has 18 years of experience in Real Estate Law, Corporate Law, and Medical Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 363.29964625457256 USD per hour,He takes 81.51094303661392 Avg Days for Disposal,"He speaks: Assamese, Marathi and Hindi","He practices at Khalsa-Chauhan, and is based in Delhi",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Female
76,Adah Sami,"Adah Sami has 17 years of experience in Criminal Law, Environmental Law, and Human Rights Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 328.25583817045583 USD per hour,He takes 76.089404914561 Avg Days for Disposal,"He speaks: Gujarati, Punjabi and Gujarati","He practices at Krishnan, Kohli and Mahajan, and is based in Hyderabad",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Female
77,Adah Sarin,"Adah Sarin has 8 years of experience in Tax Law, Banking and Finance Law, and Civil Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 101.19288146204724 USD per hour,He takes 107.46617610802906 Avg Days for Disposal,"He speaks: Tamil, Punjabi and Kannada","He practices at Raval-Tripathi, and is based in Chennai",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Female
78,Adira Borah,"Adira Borah has 2 years of experience in Environmental Law, Labor Law, and Consumer Protection Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 382.763594247851 USD per hour,He takes 75.02858058346447 Avg Days for Disposal,"He speaks: Bengali, Telugu and Malayalam","He practices at Bhandari and Sons, and is based in Hyderabad",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Female
79,Adira Bumb,"Adira Bumb has 22 years of experience in Constitutional Law, Human Rights Law, and Medical Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 377.9917292698681 USD per hour,He takes 129.55003712918383 Avg Days for Disposal,"He speaks: Assamese, Assamese and Punjabi","He practices at Karan, Swaminathan and Thaman, and is based in Mumbai",She provides pro bono services to the community,Her Client Demographics is Individuals.,Female
80,Adira Chauhan,"Adira Chauhan has 6 years of experience in Media and Entertainment Law, Constitutional Law, and Criminal Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 180.49432668986384 USD per hour,He takes 78.73919498260781 Avg Days for Disposal,"He speaks: Urdu, Gujarati and Punjabi","He practices at Zacharia Group, and is based in Hyderabad",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Female
81,Adira Gade,"Adira Gade has 27 years of experience in Intellectual Property Law, Banking and Finance Law, and Tax Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 168.21198944600232 USD per hour,He takes 78.09810405174792 Avg Days for Disposal,"He speaks: Kannada, Tamil and Hindi","He practices at Bhalla, Kala and Kadakia, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Female
82,Adira Gopal,"Adira Gopal has 22 years of experience in Family Law, Consumer Protection Law, and Constitutional Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 474.35931934058124 USD per hour,He takes 82.80053035931687 Avg Days for Disposal,"He speaks: Odia, Bengali and Hindi","He practices at Lad Ltd, and is based in Kolkata",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Female
83,Adira Keer,"Adira Keer has 23 years of experience in Constitutional Law, Labor Law, and Immigration Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 136.17032670865376 USD per hour,He takes 124.33185991320434 Avg Days for Disposal,"He speaks: Malayalam, Urdu and Hindi","He practices at Vala-Andra, and is based in Chennai",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Female
84,Adira Khalsa,"Adira Khalsa has 5 years of experience in Immigration Law, Real Estate Law, and Real Estate Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is High Court,He charges 210.8809977922566 USD per hour,He takes 92.32733014298034 Avg Days for Disposal,"He speaks: Hindi, Assamese and Assamese","He practices at Ganguly-Randhawa, and is based in Kolkata",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Female
85,Adira Krishnan,"Adira Krishnan has 11 years of experience in Human Rights Law, Corporate Law, and Media and Entertainment Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 132.31531668293812 USD per hour,He takes 113.32797801221014 Avg Days for Disposal,"He speaks: Punjabi, Kannada and Gujarati","He practices at Dey, Agate and Bassi, and is based in Delhi",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Female
86,Adira Sastry,"Adira Sastry has 20 years of experience in Family Law, Consumer Protection Law, and Immigration Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is Supreme Court,He charges 354.69220315263993 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Hindi, Punjabi and Kannada","He practices at Dhar-Deshmukh, and is based in Hyderabad",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Female
87,Adira Sha,"Adira Sha has 18 years of experience in Medical Law, Corporate Law, and Human Rights Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 492.94489046631855 USD per hour,He takes 95.39521271529482 Avg Days for Disposal,"He speaks: Urdu, Gujarati and Punjabi","He practices at Batta, Sharaf and Basak, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Female
88,Adira Virk,"Adira Virk has 3 years of experience in Civil Law, Intellectual Property Law, and Consumer Protection Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 485.63262630935526 USD per hour,He takes 88.30262258315874 Avg Days for Disposal,"He speaks: Kannada, Gujarati and Bengali","He practices at Loyal-Basak, and is based in Bangalore",She provides pro bono services to the community,Her Client Demographics is Individuals.,Female
89,Advik Bala,"Advik Bala has 26 years of experience in Medical Law, Real Estate Law, and Environmental Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 222.59053059528964 USD per hour,He takes 84.12645033965941 Avg Days for Disposal,"He speaks: Marathi, Hindi and Tamil","He practices at Das LLC, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Male
90,Advik Borah,"Advik Borah has 5 years of experience in Constitutional Law, Immigration Law, and Criminal Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 252.01027516675555 USD per hour,He takes 99.52650017396888 Avg Days for Disposal,"He speaks: Gujarati, Kannada and Marathi","He practices at Bhakta-Cheema, and is based in Bangalore",She provides pro bono services to the community,Her Client Demographics is Individuals.,Male
91,Advik Brar,"Advik Brar has 16 years of experience in Intellectual Property Law, Constitutional Law, and Corporate Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 409.0110674938735 USD per hour,He takes 92.52977051415293 Avg Days for Disposal,"He speaks: Assamese, Marathi and Kannada","He practices at Edwin Group, and is based in Delhi",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Male
92,Advik Chaudhari,"Advik Chaudhari has 14 years of experience in Corporate Law, Criminal Law, and Labor Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 433.64243338518514 USD per hour,He takes 68.35927820995931 Avg Days for Disposal,"He speaks: Malayalam, Gujarati and Odia","He practices at Dora LLC, and is based in Chennai",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Male
