Lawyer Names,0,1,2,3,4,5,6,7,8
Urvi Setty,"Urvi Setty has 28 years of experience in Criminal Law, Family Law, and Consumer Protection Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is High Court,He charges 266.8550751994899 USD per hour,He takes 73.88008440850706 Avg Days for Disposal,"He speaks: Assamese, Hindi and Kannada","He practices at Vaidya Group, and is based in Delhi",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.
Anahi Date,"Anahi Date has 15 years of experience in Intellectual Property Law, Medical Law, and Consumer Protection Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is District Court,He charges 276.4100996367439 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Telugu, Marathi and Marathi","He practices at Tak, Kumer and Dora, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Individuals.
Tara Sood,"Tara Sood has 28 years of experience in Constitutional Law, Consumer Protection Law, and Criminal Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 192.17112007353654 USD per hour,He takes 102.79747959619787 Avg Days for Disposal,"He speaks: Gujarati, Tamil and Assamese","He practices at Chakrabarti, Kaur and Brar, and is based in Bangalore",She provides pro bono services to the community,Her Client Demographics is Small Businesses.
Kiara Doctor,"Kiara Doctor has 7 years of experience in Corporate Law, Consumer Protection Law, and Intellectual Property Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 378.15811209390563 USD per hour,He takes 93.71220821460157 Avg Days for Disposal,"He speaks: Bengali, Gujarati and Hindi","He practices at Dalal, Rau and Bala, and is based in Chennai",He provides pro bono services to the community,His Client Demographics is Large Corporations.
Ishita Choudhry,"Ishita Choudhry has 12 years of experience in Media and Entertainment Law, Labor Law, and Immigration Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 443.6361830700386 USD per hour,He takes 89.8550336802998 Avg Days for Disposal,"He speaks: Bengali, Kannada and Punjabi","He practices at Sarraf-Sibal, and is based in Chennai",He does not provide pro bono services to the community,His Client Demographics is Individuals.
Yashvi Bakshi,"Yashvi Bakshi has 29 years of experience in Constitutional Law, Immigration Law, and Labor Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 472.42368589003837 USD per hour,He takes 103.18445959605977 Avg Days for Disposal,"He speaks: Telugu, Odia and Marathi","He practices at Chakraborty, Joshi and Rege, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Individuals.
Stuvan Cherian,"Stuvan Cherian has 8 years of experience in Consumer Protection Law, Constitutional Law, and Family Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is High Court,He charges 412.2920195597868 USD per hour,He takes 97.2091289002102 Avg Days for Disposal,"He speaks: Marathi, Assamese and Telugu","He practices at Choudhry Ltd, and is based in Delhi",He provides pro bono services to the community,His Client Demographics is Large Corporations.
Advik Dora,"Advik Dora has 15 years of experience in Criminal Law, Family Law, and Constitutional Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 432.76108878796975 USD per hour,He takes 111.69844936877051 Avg Days for Disposal,"He speaks: Urdu, Assamese and Urdu","He practices at Chaudhry, Ahuja and Gala, and is based in Kolkata",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.
Zara Sant,"Zara Sant has 3 years of experience in Environmental Law, Intellectual Property Law, and Environmental Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 297.745385278998 USD per hour,He takes 83.1021110652729 Avg Days for Disposal,"He speaks: Kannada, Urdu and Malayalam","He practices at Swamy-Hayre, and is based in Hyderabad",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.
Saksham Jani,"Saksham Jani has 14 years of experience in Environmental Law, Corporate Law, and Immigration Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 421.64970189206656 USD per hour,He takes 83.55547532208737 Avg Days for Disposal,"He speaks: Punjabi, Punjabi and Tamil","He practices at Gara, Divan and Singhal, and is based in Bangalore",He provides pro bono services to the community,His Client Demographics is Large Corporations.
Aniruddh Yohannan,"Aniruddh Yohannan has 17 years of experience in Media and Entertainment Law, Consumer Protection Law, and Family Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 186.5767591165785 USD per hour,He takes 70.48336100412982 Avg Days for Disposal,"He speaks: Punjabi, Odia and Tamil","He practices at Kapoor Inc, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Small Businesses.
Aniruddh Baria,"Aniruddh Baria has 4 years of experience in Labor Law, Consumer Protection Law, and Human Rights Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is District Court,He charges 229.31544294914647 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Gujarati, Marathi and Bengali","He practices at Bail-Varughese, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.
Kartik Viswanathan,"Kartik Viswanathan has 18 years of experience in Human Rights Law, Banking and Finance Law, and Tax Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 192.61085621834494 USD per hour,He takes 104.47154841453668 Avg Days for Disposal,"He speaks: Marathi, Kannada and Assamese","He practices at Brar, Bhavsar and Gala, and is based in Hyderabad",She provides pro bono services to the community,Her Client Demographics is Small Businesses.
Lakshit Mani,"Lakshit Mani has 8 years of experience in Environmental Law, Tax Law, and Environmental Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 260.32430095156644 USD per hour,He takes 109.499810583932 Avg Days for Disposal,"He speaks: Bengali, Telugu and Telugu","He practices at Sane-Loke, and is based in Kolkata",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.
Devansh Mangal,"Devansh Mangal has 4 years of experience in Human Rights Law, Media and Entertainment Law, and Environmental Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is District Court,He charges 178.51082730738636 USD per hour,He takes 104.40457752130001 Avg Days for Disposal,"He speaks: Bengali, Marathi and Malayalam","He practices at Kunda LLC, and is based in Hyderabad",She provides pro bono services to the community,Her Client Demographics is Individuals.
Nakul Chakraborty,"Nakul Chakraborty has 2 years of experience in Labor Law, Immigration Law, and Consumer Protection Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 482.7251490145011 USD per hour,He takes 63.08712200175846 Avg Days for Disposal,"He speaks: Marathi, Punjabi and Urdu","He practices at Bhatia Ltd, and is based in Mumbai",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.
Hridaan Bhattacharyya,"Hridaan Bhattacharyya has 6 years of experience in Immigration Law, Consumer Protection Law, and Intellectual Property Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is High Court,He charges 190.78008260255066 USD per hour,He takes 106.24717818991101 Avg Days for Disposal,"He speaks: Urdu, Marathi and Bengali","He practices at Kanda-Agrawal, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Individuals.
Faiyaz Shroff,"Faiyaz Shroff has 22 years of experience in Tax Law, Constitutional Law, and Tax Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 94.12004214992292 USD per hour,He takes 62.42222065091894 Avg Days for Disposal,"He speaks: Telugu, Urdu and Marathi","He practices at Tripathi-Garg, and is based in Bangalore",He does not provide pro bono services to the community,His Client Demographics is Individuals.
Nitara Saha,"Nitara Saha has 10 years of experience in Real Estate Law, Tax Law, and Constitutional Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 287.067724722686 USD per hour,He takes 103.47175986183521 Avg Days for Disposal,"He speaks: Urdu, Odia and Bengali","He practices at Sandhu and Sons, and is based in Mumbai",She provides pro bono services to the community,Her Client Demographics is Small Businesses.
Riya Sane,"Riya Sane has 4 years of experience in Medical Law, Banking and Finance Law, and Real Estate Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 75.69458530032936 USD per hour,He takes 84.48323210143417 Avg Days for Disposal,"He speaks: Tamil, Urdu and Odia","He practices at Basak LLC, and is based in Delhi",She provides pro bono services to the community,Her Client Demographics is Individuals.
Mohanlal Krishnan,"Mohanlal Krishnan has 22 years of experience in Environmental Law, Criminal Law, and Family Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 99.74442483886124 USD per hour,He takes 100.53799970900783 Avg Days for Disposal,"He speaks: Tamil, Hindi and Telugu","He practices at Zachariah and Sons, and is based in Mumbai",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.
Yashvi Krish,"Yashvi Krish has 29 years of experience in Intellectual Property Law, Immigration Law, and Consumer Protection Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is District Court,He charges 148.72522513831083 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Bengali, Tamil and Punjabi","He practices at Bail Group, and is based in Chennai",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.
Rasha Deol,"Rasha Deol has 18 years of experience in Consumer Protection Law, Corporate Law, and Environmental Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 258.95761244696376 USD per hour,He takes 107.5675144905922 Avg Days for Disposal,"He speaks: Kannada, Odia and Punjabi","He practices at Mahal-Solanki, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Small Businesses.
Nirvaan Ramaswamy,"Nirvaan Ramaswamy has 26 years of experience in Civil Law, Real Estate Law, and Immigration Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 244.96291953906254 USD per hour,He takes 68.02537880842667 Avg Days for Disposal,"He speaks: Tamil, Tamil and Urdu","He practices at Kothari Ltd, and is based in Kolkata",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.
Indrans Khalsa,"Indrans Khalsa has 12 years of experience in Immigration Law, Family Law, and Medical Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 409.86133790125604 USD per hour,He takes 79.97317633720233 Avg Days for Disposal,"He speaks: Malayalam, Urdu and Hindi","He practices at Sarin-Mane, and is based in Mumbai",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.
Adira Borah,"Adira Borah has 2 years of experience in Environmental Law, Labor Law, and Consumer Protection Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 382.763594247851 USD per hour,He takes 75.02858058346447 Avg Days for Disposal,"He speaks: Bengali, Telugu and Malayalam","He practices at Bhandari and Sons, and is based in Hyderabad",She does not provide pro bono services to the community,Her Client Demographics is Individuals.
